client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
aa33a515e80782cf8a8c0fe37a974b037a532b7f01b52975a260b66b6254b3b76df6792554007e4eaa38667963d4dead0eb68eaa376e52b2d25dbd78fd589b20	common_voice_fi_23788312.mp3	Ethän aio ajaa heitä pois?	1	1				fi	
aa33a515e80782cf8a8c0fe37a974b037a532b7f01b52975a260b66b6254b3b76df6792554007e4eaa38667963d4dead0eb68eaa376e52b2d25dbd78fd589b20	common_voice_fi_23788398.mp3	Muut hän olisi mielellään säästänyt työvoimaksi.	1	0				fi	
aa33a515e80782cf8a8c0fe37a974b037a532b7f01b52975a260b66b6254b3b76df6792554007e4eaa38667963d4dead0eb68eaa376e52b2d25dbd78fd589b20	common_voice_fi_23788421.mp3	Koska heidän maineensa kieri heidän edellään, kaupungit usein antautuivat mukisematta.	1	0				fi	
aa33a515e80782cf8a8c0fe37a974b037a532b7f01b52975a260b66b6254b3b76df6792554007e4eaa38667963d4dead0eb68eaa376e52b2d25dbd78fd589b20	common_voice_fi_23788434.mp3	Ja nämä kaksi vätystä saavat auttaa siinnä.	1	1				fi	
aa33a515e80782cf8a8c0fe37a974b037a532b7f01b52975a260b66b6254b3b76df6792554007e4eaa38667963d4dead0eb68eaa376e52b2d25dbd78fd589b20	common_voice_fi_23788490.mp3	Tämä on hyvin erikoinen kysymys.	1	0				fi	
aa33a515e80782cf8a8c0fe37a974b037a532b7f01b52975a260b66b6254b3b76df6792554007e4eaa38667963d4dead0eb68eaa376e52b2d25dbd78fd589b20	common_voice_fi_23788586.mp3	Pitää ajatella yhteistä hyvää.	1	0				fi	
aa33a515e80782cf8a8c0fe37a974b037a532b7f01b52975a260b66b6254b3b76df6792554007e4eaa38667963d4dead0eb68eaa376e52b2d25dbd78fd589b20	common_voice_fi_23788610.mp3	Kaikki hedelmiä lukuun ottamatta vaikutti turvalliselta.	1	1				fi	
aa33a515e80782cf8a8c0fe37a974b037a532b7f01b52975a260b66b6254b3b76df6792554007e4eaa38667963d4dead0eb68eaa376e52b2d25dbd78fd589b20	common_voice_fi_23795895.mp3	Näin taivasta vasten kuinka otukset kiipeilivät pitkin sukkulan kattolasia.	1	0				fi	
aa33a515e80782cf8a8c0fe37a974b037a532b7f01b52975a260b66b6254b3b76df6792554007e4eaa38667963d4dead0eb68eaa376e52b2d25dbd78fd589b20	common_voice_fi_23795897.mp3	Huokaisin helpotuksesta nähdessäni, että leiri oli yhä paikallaan.	1	0				fi	
03350aa4d6bc224e6f519b1ae7b225b66707194de289781c3562ee73c406a2a3a5406f57467f686f1318cf76764572fca4d458f39d85038146ccf93abf9e9570	common_voice_fi_23795899.mp3	Sinä aikana hän keskittyi rakentamaan Mysteerimiehelle kehoa.	1	0	fourties	male		fi	
